"Pt.name","North","East","Code","BedSE"
"637",4099887.447,568784.437,"topo",2.068
"638",4099889.104,568780.821,"topo",1.987
"639",4099890.458,568777.147,"topo",1.996
"640",4099893.245,568775.032,"topo",1.895
"641",4099893.295,568776.523,"topo",1.968
"642",4099892.065,568779.956,"topo",1.985
"643",4099890.898,568782.865,"topo",1.962
"644",4099889.63,568785.788,"topo",2.091
"645",4099889.206,568788.934,"topo",1.874
"646",4099889.659,568790.951,"topo",1.861
"647",4099893.924,568789.937,"topo",2.182
"648",4099895.782,568790.286,"topo",2.228
"649",4099893.782,568787.195,"topo",2.078
"650",4099894.373,568783.984,"topo",1.974
"651",4099896.107,568780.673,"topo",1.994
"652",4099898.378,568776.652,"topo",2.039
"653",4099898.388,568780.256,"topo",1.843
"654",4099898.283,568783.493,"topo",2.038
"655",4099899.139,568786.413,"topo",1.99
"656",4099899.561,568788.816,"topo",1.877
"657",4099903.338,568790.125,"topo",2.006
"658",4099904.863,568786.711,"topo",2.046
"659",4099907.867,568785.596,"topo",2.026
"660",4099906.889,568789.571,"topo",2.064
"661",4099907.184,568792.177,"topo",2.031
"662",4099910.523,568793.353,"topo",2
"663",4099911.578,568791.282,"topo",1.967
"664",4099912.651,568789.208,"topo",1.799
"665",4099916.109,568788.812,"topo",2.02
"666",4099918.921,568786.476,"topo",2.319
"667",4099921.97,568787.066,"topo",2.198
"668",4099920.658,568790.293,"topo",2.134
"669",4099921.426,568793.738,"topo",1.818
"670",4099924.125,568793.961,"topo",1.865
"671",4099925.159,568791.254,"topo",2.172
"672",4099925.043,568787.538,"topo",2.286
"673",4099927.126,568786.333,"wse",2.697
"674",4099929.235,568787.714,"topo",2.343
"675",4099928.897,568790.913,"topo",2.087
"676",4099929.288,568794.332,"topo",1.88
"677",4099931.517,568797.054,"topo",1.935
"678",4099933.434,568798.921,"topo",2.064
"679",4099934.146,568795.84,"topo",1.972
"680",4099935.736,568791.333,"topo",1.968
"681",4099937.466,568794.18,"topo",1.943
"682",4099938.266,568797.355,"topo",2.072
"683",4099939.972,568801.179,"topo",2.045
"684",4099942.161,568799.373,"topo",2.15
"685",4099944.445,568802.772,"topo",2.216
"686",4099944.263,568798.885,"topo",2.131
"687",4099943.461,568794.98,"topo",2.017
"688",4099943.155,568791.717,"topo",1.937
"689",4099946.555,568791.445,"topo",1.855
"690",4099947.324,568795.003,"topo",2.072
"691",4099950.113,568799.268,"topo",2.082
"692",4099951.502,568795.443,"topo",2.144
"693",4099951.92,568790.419,"topo",1.862
"694",4099955.808,568791.743,"topo",2.017
"695",4099956.474,568795.958,"topo",2.145
"696",4099956.27,568800.729,"topo",2.161
"697",4099959.958,568799.397,"topo",2.174
"698",4099960.145,568796.062,"topo",2.105
"699",4099960.266,568791.71,"topo",1.956
"700",4099965.25,568792.188,"topo",1.916
"701",4099966.824,568789.967,"topo",1.725
"702",4099968.157,568793.667,"topo",1.99
"703",4099968.904,568797.346,"topo",2.125
"704",4099971.443,568796.153,"topo",2.127
"705",4099973.123,568792.745,"topo",1.896
"706",4099975.245,568792.387,"topo",1.862
"707",4099975.988,568794.821,"topo",2.079
"708",4099974.786,568798.534,"topo",2.117
"709",4099980.487,568797.185,"topo",2.238
"710",4099980.817,568794.709,"topo",2.061
"711",4099982.046,568792.18,"topo",1.846
"712",4099994.799,568795.424,"topo",2.055
"713",4099998.96,568793.7,"topo",2.034
"714",4100001.33,568793.918,"topo",2.055
"715",4100002.38,568792.625,"topo",2.474
"716",4100002.625,568790.525,"topo",2.368
"717",4100003.655,568793.797,"topo",2.391
"718",4100006.972,568798.329,"topo",1.78
"719",4100008.726,568797.7,"topo",2.25
"720",4100010.008,568799.543,"topo",1.775
"721",4100011.976,568797.555,"topo",2.252
"722",4100015.443,568794.516,"topo",2.301
"723",4100015.571,568796.294,"topo",2.256
"724",4100015.539,568798.664,"topo",2.228
"725",4100001.596,568793.918,"topo",2.096
"726",4099999.917,568793.119,"topo",2.07
"727",4099997.944,568793.654,"topo",2.047
"728",4099994.948,568793.364,"topo",2.052
"729",4099983.96,568791.11,"topo",1.813
"730",4099978.898,568791.653,"topo",1.787
"731",4099971.194,568793.15,"topo",1.985
"732",4099965.163,568796.667,"topo",2.102
"733",4099961.899,568797.629,"topo",2.135
"734",4099958.272,568791.953,"topo",2.045
"735",4099948.408,568792.232,"topo",1.961
"736",4099940.557,568793.321,"topo",1.942
"737",4099933.034,568792.339,"topo",2.073
"738",4099919.018,568793.456,"topo",1.836
"739",4099917.68,568790.458,"topo",2.006
"740",4099913.363,568794.158,"topo",1.791
"741",4099910.659,568787.753,"topo",1.99
"742",4099902.809,568782.974,"topo",2.092
"743",4099896.203,568775.065,"topo",1.976
"744",4099893.943,568779.042,"topo",1.947
"745",4099872.787,568779.808,"topo",2.081
"746",4099873.449,568776.661,"topo",2.099
"747",4099874.411,568772.268,"topo",1.982
"748",4099874.341,568766.539,"topo",1.933
"749",4099871.254,568769.686,"topo",1.98
"750",4099877.306,568772.387,"topo",1.962
"751",4099879.354,568770.166,"topo",1.906
"752",4099867.723,568773.432,"topo",2.027
"753",4099858.308,568769.421,"topo",2.02
"754",4099856.563,568774.052,"topo",2.004
"755",4099848.924,568772.136,"topo",2.096
"756",4099849.662,568767.862,"topo",2.006
"757",4099855.607,568763.051,"topo",1.889
"758",4099858.736,568761.86,"topo",1.861
"759",4099843.066,568760.032,"topo",1.954
"760",4099833.505,568758.712,"topo",1.999
"761",4099834.96,568766.46,"topo",1.784
"762",4099837.984,568764.709,"topo",1.972
"763",4099825.704,568762.271,"topo",1.83
"764",4099817.121,568750.86,"topo",2.088
"765",4099811.853,568743.111,"topo",2.203
"766",4099810.759,568746.784,"topo",2.14
"767",4099803.916,568748.406,"topo",1.999
"768",4099804.734,568744.716,"topo",2.151
"769",4099810.023,568747.88,"topo",2.109
"770",4099809.538,568750.237,"topo",2.027
"771",4099810.624,568761.905,"wse",2.719
"772",4099807.238,568760.299,"wse",2.683
"773",4099807.215,568760.29,"wse",2.694
"774",4099804.424,568758.582,"wse",2.691
"775",4099797.119,568753.885,"wse",2.671
"776",4099792.301,568750.041,"wse",2.697
"777",4099786.924,568748.076,"wse",2.731
"778",4099781.421,568743.179,"wse",2.751
"779",4099775.593,568735.725,"wse",2.724
"780",4099771.994,568730.879,"wse",2.733
"781",4099768.516,568725.457,"wse",2.657
"782",4099765.978,568721.188,"wse",2.71
"783",4099763.567,568717.383,"wse",2.674
"784",4099760.982,568713.858,"wse",2.7
"785",4099758.005,568708.829,"wse",2.679
"786",4099756.075,568705.087,"wse",2.674
"787",4099753.111,568698.461,"wse",2.708
"788",4099750.95,568694.18,"wse",2.674
"789",4099747.386,568689.234,"wse",2.7
"790",4099745.82,568685.081,"wse",2.699
"791",4099744.995,568682.102,"wse",2.793
"792",4099748.072,568676.925,"wse",2.719
"794",4099748.52,568674.119,"wse",2.651
"795",4099747.234,568671.755,"wse",2.686
"796",4099721.636,568601.554,"wse",2.679
"797",4099647.267,568579.166,"cp01",7.89
"798",4099625.978,568598.69,"topo",8.198
